entry_date,exit_date,direction,entry_zscore,entry_implied_correlation,realized_correlation,correlation_change,index_entry_iv,mean_constituent_entry_iv,index_iv_change,mean_constituent_iv_change,iv_change_spread,legs,gross_vega,index_pnl,constituent_pnl,correlation_pnl,volatility_pnl,residual_pnl,cost,net_pnl,capital,return_on_capital,rebalances,in_sample,attribution_error
2017-10-10,2017-11-08,long_correlation,-1.5028099629182128,0.08310000000000001,0.05074616529839276,-0.03235383470160725,0.1008,0.25152,-0.0030000000000000027,-0.04720000000000002,0.04420000000000002,6,100000.0,-4683.534141646874,-7415.8352690391175,1598.9484149562143,-294.6723763910302,-13403.645449251175,594.1962441312314,-12693.565654817223,97028.68279292785,-0.1308228174333458,120,True,0.0
2013-10-17,2013-11-15,long_correlation,-1.4270949288760724,0.32439999999999997,0.22138584406956974,-0.10301415593043023,0.1348,0.26624,-0.012900000000000009,-0.06389999999999996,0.05099999999999995,6,100000.0,-2691.8516847766437,-5697.141543046602,3156.2897967913345,-769.990535404937,-10775.292489209643,751.4919189044123,-9140.485146727659,100438.84315197112,-0.0910054801497211,120,True,0.0
2023-07-12,2023-08-10,long_correlation,-1.0487924886216393,0.10679999999999999,0.13330108794631945,0.02650108794631946,0.1354,0.29596,0.02310000000000001,-0.041000000000000036,0.06410000000000005,6,100000.0,-6474.617170575662,-110.06651748238488,4538.579424446779,-667.9526341520735,-10455.310478352752,625.0256528076501,-7209.709340865697,100514.67148878124,-0.07172793020241225,120,False,9.094947017729282e-13
2018-11-12,2018-12-13,short_correlation,0.7822037632394401,0.38130000000000003,0.4555867936823064,0.0742867936823064,0.2045,0.36162,0.0020000000000000018,-0.02589999999999998,0.02789999999999998,6,100000.0,-4063.3184646663767,-3403.0266429644817,-1837.236409668593,-663.7257349654217,-4965.382962996844,861.3475402664563,-8327.692647897315,123160.22110801979,-0.06761673999101844,120,True,9.094947017729282e-13
2025-01-27,2025-02-26,long_correlation,-0.9191276960700905,0.0882,0.06927723635242933,-0.018922763647570673,0.179,0.35488,0.01200000000000001,-0.06187999999999999,0.07388,6,100000.0,-7847.029188891092,2456.2813319345178,6114.573386360532,125.69661022873883,-11631.017853545845,734.779041331196,-6125.526898287771,104911.96402147878,-0.05838730554156514,120,False,0.0
2016-05-27,2016-06-28,short_correlation,1.0818090809915288,0.39189999999999997,0.5650819343703751,0.17318193437037516,0.13119999999999998,0.20888,0.05630000000000002,0.07827999999999996,-0.021979999999999944,6,100000.0,-7574.413100651517,1931.0616675442952,-803.1167248085687,-1504.6403199826152,-3335.594388316038,623.3561039867004,-6266.707537093922,107836.47409781163,-0.05811306044195945,120,True,0.0
2020-03-03,2020-04-01,short_correlation,1.2237630700684843,0.6818000000000001,0.7894037930216916,0.10760379302169154,0.3682,0.45144,0.20239999999999997,0.18940000000000007,0.0129999999999999,6,100000.0,-43754.260365512826,37756.669734332485,-646.5272524246748,-2346.1961255515516,-3004.8672532041146,1059.9266691470177,-7057.5173003273585,132258.20779636758,-0.053361658364473846,120,True,0.0
2024-10-23,2024-11-21,long_correlation,-1.324375189941533,0.1394,0.11393674627990331,-0.025463253720096682,0.1924,0.34496,-0.02369999999999997,-0.07941999999999999,0.05572000000000002,6,100000.0,-5305.394381657945,496.76625293388565,7330.886418798217,-1542.7217118372864,-10596.79283568499,698.5895896981683,-5507.217718422227,106245.4106587316,-0.051834876295144945,120,False,0.0
2024-05-13,2024-06-12,short_correlation,0.7579582777680817,0.16829999999999998,0.18964951808170644,0.02134951808170646,0.136,0.22924,-0.015600000000000017,-0.00028000000000000247,-0.015320000000000014,6,100000.0,3630.8922475164454,-8493.75916332655,262.16123204137034,162.75489836529457,-5287.7830462167685,564.9176167971942,-5427.784532607298,109875.636830215,-0.04939934537985492,120,False,0.0
2024-06-12,2024-07-15,long_correlation,-0.9530841500987339,0.1091,0.047384023657404024,-0.06171597634259598,0.1204,0.22896,0.01079999999999999,0.09817999999999999,-0.08738,6,100000.0,-3572.9741133016573,-677.6934997933431,-6534.701717283033,-88.03976148821339,2372.073865676246,524.1905253261536,-4774.858138421154,98979.08112009091,-0.04824108371573826,120,False,0.0
2013-05-31,2013-07-01,short_correlation,1.9953516236731788,0.4874,0.5272464175035739,0.03984641750357393,0.163,0.25544,0.0007000000000000062,0.043179999999999996,-0.04247999999999999,6,100000.0,80.11308648320318,-4458.246592195077,1187.2537339287423,-623.5140286078133,-4941.873211032803,823.6873316505497,-5201.820837362424,112506.43553483236,-0.04623576253779654,120,True,0.0
2025-09-23,2025-10-22,short_correlation,0.8714438073541894,0.1408,0.13467350966195607,-0.006126490338043938,0.1664,0.33128,0.019600000000000034,0.055300000000000016,-0.03569999999999998,6,100000.0,7215.879326600712,-11617.27839736766,3373.437325005323,-8.307925693576784,-7766.528470078694,691.7740461405303,-5093.173116907477,120105.68860775031,-0.04240576092562213,120,False,0.0
2024-08-23,2024-09-24,long_correlation,-1.0461138895122977,0.0949,0.18486204295214323,0.08996204295214323,0.1586,0.24224,-0.004699999999999982,0.037880000000000025,-0.04258000000000001,6,100000.0,-4057.383206087598,329.0756151816824,-1049.7232244344461,-211.4277537871748,-2467.1566126842945,595.32723686883,-4323.634827774746,102806.7737279529,-0.04205593338835766,120,False,4.547473508864641e-13
2016-02-09,2016-03-10,short_correlation,0.840672986184349,0.5613,0.39939622516720025,-0.16190377483279977,0.26539999999999997,0.39034,-0.08489999999999998,-0.10392000000000001,0.019020000000000037,6,100000.0,5954.235214383637,-10296.758876684622,-2878.36943769988,161.05087634664048,-1625.2051009477454,949.7794102173236,-5292.303072518309,126069.6157961756,-0.041979211557800704,120,True,0.0
2022-10-05,2022-11-03,long_correlation,-0.9600601560742229,0.44420000000000004,0.5208320958517897,0.07663209585178965,0.28550000000000003,0.43984,-0.03250000000000003,-0.07879999999999998,0.04629999999999995,6,100000.0,-3923.5292162340597,53.00730431843016,3660.714474265141,-838.6345570034794,-6692.601829177291,976.3551848549073,-4846.877096770537,115634.05029501076,-0.04191565619646607,120,False,4.547473508864641e-13
